record_id,paper_id,title,silver_tea_type,silver_component_group,silver_processing_step,silver_extraction_method,component_evidence_terms,processing_evidence_terms,extraction_evidence_terms,context_completeness_score,uncertainty_class,uncertainty_flags
PMID_41704297_GLM2,PMID_41704297,A dual-functional Janus nanofibrous membrane as an immunomodulatory barrier for periodontitis regeneration under diabetic conditions.,unspecified tea,mixed polyphenols,,,polyphenol; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_41703870_GLM1,PMID_41703870,"Effect of processing methods on the phytochemicals, digestion behaviors, and nutraceutical potential of Yunnan large-leaf tea: A combined in vitro and in vivo study.",green tea,catechins,fermentation/oxidation,,catechins; flavonoids; polyphenols; phenolic,fermentation; fermented,,0.800,low_uncertainty,preclinical_only
PMID_41703870_GLM2,PMID_41703870,"Effect of processing methods on the phytochemicals, digestion behaviors, and nutraceutical potential of Yunnan large-leaf tea: A combined in vitro and in vivo study.",green tea,catechins,fermentation/oxidation,,catechins; flavonoids; polyphenols; phenolic,fermentation; fermented,,0.800,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
PMID_41703844_GLM1,PMID_41703844,Mechanisms of phenolic conversion in anaerobic fermentation of tea leaves revealed by integrating microbiome and metabolome analysis.,unspecified tea,catechins,fermentation/oxidation,,catechins; phenolic; phenolics,fermentation,,0.550,moderate_uncertainty,preclinical_only; uncertain_effect_direction
PMID_41703844_GLM2,PMID_41703844,Mechanisms of phenolic conversion in anaerobic fermentation of tea leaves revealed by integrating microbiome and metabolome analysis.,unspecified tea,catechins,fermentation/oxidation,,catechins; phenolic; phenolics,fermentation,,0.550,moderate_uncertainty,preclinical_only; uncertain_effect_direction
PMID_41699676_GLM1,PMID_41699676,Caffeine intake and late dry age-related macular degeneration: tea's protective role-insights from NHANES and Mendelian randomization.,unspecified tea,caffeine,,,caffeine,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_41697452_GLM1,PMID_41697452,Integrative Oncology for Biochemical Recurrence of Epithelial Ovarian Cancer.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_41696766_GLM1,PMID_41696766,Mechanisms of green tea-induced attenuation of osteoporosis and skeletal muscle atrophy: current status and future study recommendations for clinical application.,green tea,catechins,,,epigallocatechin gallate; egcg,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_41695820_GLM1,PMID_41695820,"Unlocking the pharmaceutical potential of Kombucha: production, regulatory challenges and patents landscape.",fermented tea,multiple component groups,fermentation/oxidation,,,kombucha; fermented; fermentation,,0.800,moderate_uncertainty,generic_mechanism; low_llm_confidence; review_summary_record; uncertain_effect_direction
PMID_41695820_GLM2,PMID_41695820,"Unlocking the pharmaceutical potential of Kombucha: production, regulatory challenges and patents landscape.",fermented tea,multiple component groups,fermentation/oxidation,,,kombucha; fermented; fermentation,,0.800,high_uncertainty,generic_mechanism; low_llm_confidence; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_41695732_GLM1,PMID_41695732,Lipid metabolism disorders and osteoarthritis progression: Potential intervention with plant active ingredients.,green tea,mixed polyphenols,,,polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_41695108_GLM1,PMID_41695108,Bioactive Phenolic Compounds in Extra Virgin Olive Oil: Implications for Cardiovascular Health.,unspecified tea,mixed polyphenols,,,phenolic; polyphenols,,,0.300,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_41695108_GLM2,PMID_41695108,Bioactive Phenolic Compounds in Extra Virgin Olive Oil: Implications for Cardiovascular Health.,unspecified tea,mixed polyphenols,,,phenolic; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_41684150_GLM1,PMID_41684150,"Amelioration of ammonia-induced oxidative stress, ferroptosis and intestinal damage in Pelteobagrus fulvidraco through dietary tea polyphenols.",unspecified tea,mixed polyphenols,,,polyphenols; polyphenol,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_41684150_GLM2,PMID_41684150,"Amelioration of ammonia-induced oxidative stress, ferroptosis and intestinal damage in Pelteobagrus fulvidraco through dietary tea polyphenols.",unspecified tea,mixed polyphenols,,,polyphenols; polyphenol,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_41684150_GLM3,PMID_41684150,"Amelioration of ammonia-induced oxidative stress, ferroptosis and intestinal damage in Pelteobagrus fulvidraco through dietary tea polyphenols.",unspecified tea,mixed polyphenols,,,polyphenols; polyphenol,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_41683202_GLM1,PMID_41683202,Effects of Epigallocatechin Gallate Against Lung Cancer: Mechanisms of Action and Therapeutic Potential.,green tea,catechins,,,epigallocatechin gallate; egcg; polyphenol,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_41679603_GLM1,PMID_41679603,Prebiotic augmented nanozyme-armored probiotics reprogramme the gut microenvironment for synchronous treatment of colitis and sepsis via antioxidant defense.,unspecified tea,tea polysaccharides,,,tea polysaccharide; tea polysaccharides,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_41679603_GLM2,PMID_41679603,Prebiotic augmented nanozyme-armored probiotics reprogramme the gut microenvironment for synchronous treatment of colitis and sepsis via antioxidant defense.,unspecified tea,tea polysaccharides,,,tea polysaccharide; tea polysaccharides,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_41679395_GLM1,PMID_41679395,Phytochemistry and pharmacology of Melaleuca alternifolia: Bridging aboriginal heritage with contemporary science.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_41679395_GLM2,PMID_41679395,Phytochemistry and pharmacology of Melaleuca alternifolia: Bridging aboriginal heritage with contemporary science.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_41678410_GLM1,PMID_41678410,Synergistic Effects of Fu Brick Tea Extract and Millet on Antiobesity in High-Fat Diet-Fed Mice through Gut Microbiota Modulation and Activation of the Ffar2-Gcg/Pyy Molecular Pathway.,unspecified tea,whole extract,,other extraction,gcg; tea extract; extract,,extract,0.500,moderate_uncertainty,generic_mechanism; preclinical_only; uncertain_effect_direction
PMID_41678410_GLM2,PMID_41678410,Synergistic Effects of Fu Brick Tea Extract and Millet on Antiobesity in High-Fat Diet-Fed Mice through Gut Microbiota Modulation and Activation of the Ffar2-Gcg/Pyy Molecular Pathway.,unspecified tea,whole extract,,other extraction,gcg; tea extract; extract,,extract,0.500,moderate_uncertainty,preclinical_only
PMID_41674684_GLM2,PMID_41674684,Metabolome technology reveals the material basis for the formation of characteristic flavors in four types of purple teas.,green tea,volatile compounds; mixed polyphenols,,,volatile compounds; flavonoids,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_41671305_GLM1,PMID_41671305,Noncatechin flavonoid-rich extract from Camellia sinensis (L.) Kuntze seed residues ameliorates diabetes and vascular complications in SHRs.,unspecified tea,catechins,,other extraction,catechins; flavonoid; flavonoids; extract,,extract,0.500,moderate_uncertainty,preclinical_only
PMID_41671305_GLM2,PMID_41671305,Noncatechin flavonoid-rich extract from Camellia sinensis (L.) Kuntze seed residues ameliorates diabetes and vascular complications in SHRs.,unspecified tea,catechins,,other extraction,catechins; flavonoid; flavonoids; extract,,extract,0.500,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
PMID_41665340_GLM1,PMID_41665340,"Tea Saponin from Camellia oleifera Seed Meal Alleviates Hypertension-Induced Myocardial Fibrosis: Isolation, Purification, and Mechanisms.",unspecified tea,whole extract,,other extraction,extract,,extraction; extract,0.500,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
PMID_41664546_GLM1,PMID_41664546,"Changes in antioxidant, non-volatile and volatile contents of mulberry leaf green tea prepared using different fixation methods.",green tea,mixed polyphenols,pan-firing/fixation,,volatile compounds; polyphenols; flavonoids,fixation,,0.800,moderate_uncertainty,generic_mechanism; low_evidence_level
PMID_41656480_GLM1,PMID_41656480,Fermentation time Determines Anti-inflammatory and Osteoprotective Activity of Green Tea Kombucha in a Rat Model of Experimental Periodontitis.,green tea,multiple component groups,fermentation/oxidation,,,fermentation; kombucha; fermented,,0.800,low_uncertainty,preclinical_only
PMID_41656480_GLM2,PMID_41656480,Fermentation time Determines Anti-inflammatory and Osteoprotective Activity of Green Tea Kombucha in a Rat Model of Experimental Periodontitis.,green tea,multiple component groups,fermentation/oxidation,,,fermentation; kombucha; fermented,,0.800,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
PMID_41655487_GLM1,PMID_41655487,Eucommia ulmoides leaf as an alternative substrate for kombucha fermentation: the role of microbial communities in dynamics and metabolic profile.,fermented tea,mixed polyphenols,fermentation/oxidation,,polyphenols; flavonoids; flavonoid,kombucha; fermentation,,0.800,moderate_uncertainty,generic_mechanism; preclinical_only; taxonomy_expansion_needed
PMID_41652699_GLM1,PMID_41652699,"Selenium biofortification modulates the structure, digestion, and microbial fermentation characteristics of tea proteins.",unspecified tea,tea polysaccharides,fermentation/oxidation,,tps,microbial fermentation; fermentation,,0.550,moderate_uncertainty,preclinical_only
PMID_41652699_GLM2,PMID_41652699,"Selenium biofortification modulates the structure, digestion, and microbial fermentation characteristics of tea proteins.",unspecified tea,tea polysaccharides,fermentation/oxidation,,tps,microbial fermentation; fermentation,,0.550,moderate_uncertainty,preclinical_only
PMID_41645939_GLM1,PMID_41645939,From coffee to matcha: decoding the multidimensional competence of matcha as a sustainable and health-promoting coffee substitute.,green tea,theanine,,,catechins; theanine; caffeine; polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_41645939_GLM2,PMID_41645939,From coffee to matcha: decoding the multidimensional competence of matcha as a sustainable and health-promoting coffee substitute.,green tea,theanine,,,catechins; theanine; caffeine; polyphenols,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_41632991_GLM3,PMID_41632991,"Supramolecularly co-assembled composite bone cement prepared from tea polyphenol-modified tricalcium phosphate/tricalcium silicate with osteogenic, antibacterial, and immunomodulatory effects.",unspecified tea,mixed polyphenols,,,polyphenol; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_41632991_GLM2,PMID_41632991,"Supramolecularly co-assembled composite bone cement prepared from tea polyphenol-modified tricalcium phosphate/tricalcium silicate with osteogenic, antibacterial, and immunomodulatory effects.",unspecified tea,mixed polyphenols,,,polyphenol; polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_41632836_GLM1,PMID_41632836,Network Pharmacology-Based Investigation of the Mechanism of Liupao Tea Polyphenol Extract in Preventing MAFLD via the Hepatic EGFR-AKT Pathway.,unspecified tea,mixed polyphenols,storage/aging,other extraction,polyphenol; polyphenols; extract,liupao tea,extract,0.750,low_uncertainty,preclinical_only; uncertain_effect_direction
PMID_41622927_GLM1,PMID_41622927,"Polyphenols, epigenetics, and methionine metabolism: unlocking therapeutic potential.",unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_41622927_GLM2,PMID_41622927,"Polyphenols, epigenetics, and methionine metabolism: unlocking therapeutic potential.",unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_41622499_GLM1,PMID_41622499,Synergistic Effects of Polyphenols and Gut Microbiota-Derived Metabolites on Inflammation and Metabolic Syndrome: A Review.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_41622499_GLM2,PMID_41622499,Synergistic Effects of Polyphenols and Gut Microbiota-Derived Metabolites on Inflammation and Metabolic Syndrome: A Review.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
