confidence_score,edge_type,effect_direction,evidence_level,paper_id,record_id,source_id,study_type,target_id,uncertainty_class,uncertainty_flags
0.889,HAS_MATERIAL_FORM,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,material_form:unspecified_material,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,HAS_COMPONENT_GROUP,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,component_group:volatile_compounds,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,HAS_COMPONENT_GROUP,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,component_group:mixed_polyphenols,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,HAS_PROCESSING_STEP,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,processing_step:fermentation_oxidation,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,SUPPORTS_ACTIVITY,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,activity:other,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,HAS_STUDY_TYPE,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,study_type:animal_study,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,HAS_EVIDENCE_LEVEL,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,HAS_EFFECT_DIRECTION,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,effect_direction:unclear,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,ACTS_VIA,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,mechanism:temperature_dependent_metabolic_regulation,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,MODULATES_MICROBIOTA,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,microbiota:aspergillus_tubingensis,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,LINKS_TO_METABOLITE,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,metabolite:1_octen_3_ol,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,LINKS_TO_METABOLITE,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,metabolite:beta_ionone,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,HAS_UNCERTAINTY_FLAG,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,uncertainty:preclinical_only,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,HAS_UNCERTAINTY_FLAG,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.889,HAS_UNCERTAINTY_FLAG,unclear,preclinical_in_vivo,PMID_41884463,PMID_41884463_GLM1,record:PMID_41884463_GLM1,animal study,uncertainty:uncertain_effect_direction,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,HAS_RECORD,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,paper:PMID_41882045,animal study,record:PMID_41882045_GLM1,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,HAS_TEA_TYPE,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,tea_type:green_tea,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,HAS_MATERIAL_FORM,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,material_form:tea_infusion,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,HAS_COMPONENT_GROUP,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,component_group:catechins,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,SUPPORTS_ACTIVITY,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,activity:other,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,HAS_STUDY_TYPE,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,study_type:animal_study,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,HAS_EVIDENCE_LEVEL,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,HAS_EFFECT_DIRECTION,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,effect_direction:unclear,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,ACTS_VIA,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,mechanism:cuticle_distortion_and_muscular_layer_degeneration,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,HAS_UNCERTAINTY_FLAG,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,HAS_UNCERTAINTY_FLAG,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,uncertainty:preclinical_only,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,HAS_UNCERTAINTY_FLAG,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.795,HAS_UNCERTAINTY_FLAG,unclear,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM1,record:PMID_41882045_GLM1,animal study,uncertainty:uncertain_effect_direction,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction
0.768,HAS_RECORD,positive,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM2,paper:PMID_41882045,animal study,record:PMID_41882045_GLM2,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.768,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM2,record:PMID_41882045_GLM2,animal study,tea_type:green_tea,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.768,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM2,record:PMID_41882045_GLM2,animal study,material_form:tea_infusion,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.768,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM2,record:PMID_41882045_GLM2,animal study,component_group:catechins,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.768,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM2,record:PMID_41882045_GLM2,animal study,activity:antioxidant,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.768,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM2,record:PMID_41882045_GLM2,animal study,study_type:animal_study,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.768,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM2,record:PMID_41882045_GLM2,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.768,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM2,record:PMID_41882045_GLM2,animal study,effect_direction:positive,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.768,ACTS_VIA,positive,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM2,record:PMID_41882045_GLM2,animal study,mechanism:high_total_phenolic_content_and_catechin_profile,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.768,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM2,record:PMID_41882045_GLM2,animal study,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.768,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41882045,PMID_41882045_GLM2,record:PMID_41882045_GLM2,animal study,uncertainty:preclinical_only,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.795,HAS_RECORD,positive,preclinical_in_vivo,PMID_41880967,PMID_41880967_GLM1,paper:PMID_41880967,animal study,record:PMID_41880967_GLM1,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.795,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_41880967,PMID_41880967_GLM1,record:PMID_41880967_GLM1,animal study,tea_type:black_tea,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.795,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_41880967,PMID_41880967_GLM1,record:PMID_41880967_GLM1,animal study,material_form:tea_leaf,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.795,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_41880967,PMID_41880967_GLM1,record:PMID_41880967_GLM1,animal study,component_group:mixed_polyphenols,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.795,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_41880967,PMID_41880967_GLM1,record:PMID_41880967_GLM1,animal study,activity:antioxidant,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.795,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_41880967,PMID_41880967_GLM1,record:PMID_41880967_GLM1,animal study,study_type:animal_study,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.795,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_41880967,PMID_41880967_GLM1,record:PMID_41880967_GLM1,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.795,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_41880967,PMID_41880967_GLM1,record:PMID_41880967_GLM1,animal study,effect_direction:positive,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.795,ACTS_VIA,positive,preclinical_in_vivo,PMID_41880967,PMID_41880967_GLM1,record:PMID_41880967_GLM1,animal study,mechanism:radical_scavenging,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.795,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41880967,PMID_41880967_GLM1,record:PMID_41880967_GLM1,animal study,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.795,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41880967,PMID_41880967_GLM1,record:PMID_41880967_GLM1,animal study,uncertainty:preclinical_only,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.833,HAS_RECORD,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,paper:PMID_41868711,animal study,record:PMID_41868711_GLM1,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,HAS_TEA_TYPE,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,tea_type:dark_post_fermented_tea,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,HAS_MATERIAL_FORM,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,material_form:tea_leaf,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,HAS_COMPONENT_GROUP,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,component_group:catechins,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,HAS_PROCESSING_STEP,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,processing_step:compressed_brick_tea_processing,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,SUPPORTS_ACTIVITY,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,activity:metabolic_improvement,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,HAS_STUDY_TYPE,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,study_type:animal_study,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,HAS_EVIDENCE_LEVEL,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,evidence_level:preclinical_in_vivo,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,HAS_EFFECT_DIRECTION,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,effect_direction:unclear,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,ACTS_VIA,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,mechanism:ampk_acc_activation,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,ACTS_VIA,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,mechanism:srebp1_fas_suppression,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,ASSOCIATED_HOST_PHENOTYPE,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,phenotype:metabolic_dysfunction_associated_fatty_liver_disease,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,HAS_UNCERTAINTY_FLAG,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,uncertainty:preclinical_only,low_uncertainty,preclinical_only; uncertain_effect_direction
0.833,HAS_UNCERTAINTY_FLAG,unclear,preclinical_in_vivo,PMID_41868711,PMID_41868711_GLM1,record:PMID_41868711_GLM1,animal study,uncertainty:uncertain_effect_direction,low_uncertainty,preclinical_only; uncertain_effect_direction
0.710,HAS_RECORD,unclear,preclinical_in_vivo,PMID_41863981,PMID_41863981_GLM1,paper:PMID_41863981,animal study,record:PMID_41863981_GLM1,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction
0.710,HAS_TEA_TYPE,unclear,preclinical_in_vivo,PMID_41863981,PMID_41863981_GLM1,record:PMID_41863981_GLM1,animal study,tea_type:unspecified_tea,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction
0.710,HAS_MATERIAL_FORM,unclear,preclinical_in_vivo,PMID_41863981,PMID_41863981_GLM1,record:PMID_41863981_GLM1,animal study,material_form:purified_component,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction
0.710,HAS_COMPONENT_GROUP,unclear,preclinical_in_vivo,PMID_41863981,PMID_41863981_GLM1,record:PMID_41863981_GLM1,animal study,component_group:catechins,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction
