claim_text_raw,confidence_score,context_completeness_score,journal,label,mechanism_specificity_score,node_id,node_type,title,uncertainty_class,uncertainty_flags,year
,,,,Staphylococcus aureus,,microbiota:staphylococcus_aureus,MicrobiotaFeature,,,,
,,,,Bacillus pumilus,,microbiota:bacillus_pumilus,MicrobiotaFeature,,,,
,,,,Bacillus subtilis,,microbiota:bacillus_subtilis,MicrobiotaFeature,,,,
,,,"Molecules (Basel, Switzerland)",PMID_41828808,,paper:PMID_41828808,Paper,Galloylation-Driven Anchoring of the Asp325-Asp336 Ridge: The Molecular Logic Behind the Superior Kinetic Stabilization of HMPV Fusion Protein by Green Tea Dimeric Catechins.,,,2026
The results reveal a 'Galloylation-Driven Anchoring' mechanism: the galloyl moiety of prodelphinidin A2 3'-gallate provides critical electrostatic complementarity to the Asp325-Asp336 acidic ridge.,0.713,0.550,,PMID_41828808_GLM1,0.550,record:PMID_41828808_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,Galloylation-Driven Anchoring to Asp325-Asp336 ridge,,mechanism:galloylation_driven_anchoring_to_asp325_asp336_ridge,Mechanism,,,,
,,,International journal of molecular sciences,PMID_41828611,,paper:PMID_41828611,Paper,Do Adjunctive Therapies with Natural Products Improve Periodontal Clinical Parameters After Non-Surgical Treatment? A Systematic Review and Meta-Analysis.,,,2026
"Meta-analytic findings demonstrated that adjunctive natural products significantly enhanced probing pocket depth (PPD) reduction and clinical attachment level (CAL) gain compared with SRP alone, with additional improvements in gingival inflammation and bleeding outcomes.",0.706,0.550,,PMID_41828611_GLM1,0.000,record:PMID_41828611_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,
,,,,anti-inflammatory,,activity:anti_inflammatory,ActivityCategory,,,,
,,,,periodontitis,,phenotype:periodontitis,HostPhenotype,,,,
,,,Wei sheng yan jiu = Journal of hygiene research,PMID_41820002,,paper:PMID_41820002,Paper,[Effects of different aging years of Liupao tea on metabolic indexes and body composition of overweight and obese people].,,,2026
"LDL-C cholesterol level decreased by 0.21 mmol/L(P<0.05), the HDL-C cholesterol level increased by 0.05 mmol/L(P<0.05), the total cholesterol level of those with abnormal levels decreased by 0.34 mmol/L(P<0.05).",0.698,0.550,,PMID_41820002_GLM1,0.000,record:PMID_41820002_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism,
,,,Food & function,PMID_41804768,,paper:PMID_41804768,Paper,Epigallocatechin-3-gallate ameliorates LPS-induced ARDS by modulating Akkermansia-associated SCFAs metabolism and inhibiting the JAK2/STAT3 candidate signaling pathway.,,,2026
"EGCG enriched the gut microbiota, particularly increasing AKK abundance.",0.807,0.550,,PMID_41804768_GLM1,0.750,record:PMID_41804768_GLM1,EvidenceRecord,,low_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,Modulation of gut microbiota composition,,mechanism:modulation_of_gut_microbiota_composition,Mechanism,,,,
,,,,Akkermansia muciniphila,,microbiota:akkermansia_muciniphila,MicrobiotaFeature,,,,
,,,,Altered gut microbiota composition,,phenotype:altered_gut_microbiota_composition,HostPhenotype,,,,
"EGCG mitigates ARDS-related inflammatory damage by increasing Akkermansia muciniphila abundance and enhancing SCFAs production, which inhibits the JAK2/STAT3 candidate pathway.",0.807,0.550,,PMID_41804768_GLM2,0.750,record:PMID_41804768_GLM2,EvidenceRecord,,low_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,SCFA-mediated inhibition of JAK2/STAT3 signaling,,mechanism:scfa_mediated_inhibition_of_jak2_stat3_signaling,Mechanism,,,,
,,,,Reduced pulmonary inflammation and intestinal tissue damage,,phenotype:reduced_pulmonary_inflammation_and_intestinal_tissue_damage,HostPhenotype,,,,
"GC-MS analysis confirmed that AKK-derived metabolites were short-chain fatty acids (SCFAs)... EGCG enriched the gut microbiota, particularly increasing AKK abundance, which promoted SCFAs production.",0.780,0.550,,PMID_41804768_GLM3,0.750,record:PMID_41804768_GLM3,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,
,,,,Akkermansia muciniphila metabolism,,mechanism:akkermansia_muciniphila_metabolism,Mechanism,,,,
,,,Microbial pathogenesis,PMID_41802656,,paper:PMID_41802656,Paper,L-theanine as a sustainable feed additive: Evaluating impacts on animal health and production efficiency.,,,2026
Elevated levels of tight junction proteins and gut microbiota such as Lactobacillus and Bifidobacterium enhance intestinal health.,0.683,0.300,,PMID_41802656_GLM1,0.750,record:PMID_41802656_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,
,,,,theanine,,component_group:theanine,ComponentGroup,,,,
,,,,elevated levels of tight junction proteins,,mechanism:elevated_levels_of_tight_junction_proteins,Mechanism,,,,
,,,,enhanced intestinal health,,phenotype:enhanced_intestinal_health,HostPhenotype,,,,
This modulation reduces stress-induced activation of the hypothalamic-pituitary-adrenal (HPA) axis and cortisol levels in animals.,0.662,0.300,,PMID_41802656_GLM2,0.850,record:PMID_41802656_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,
,,,,reduces stress-induced activation of the hypothalamic-pituitary-adrenal (HPA) axis and cortisol levels,,mechanism:reduces_stress_induced_activation_of_the_hypothalamic_pituitary_adrenal_hpa_axis_and_cortisol_levels,Mechanism,,,,
,,,,reduced cortisol levels,,phenotype:reduced_cortisol_levels,HostPhenotype,,,,
,,,Frontiers in microbiology,PMID_41800414,,paper:PMID_41800414,Paper,Synergistic inhibition of Streptococcus mutans biofilms by fluoride and epigallocatechin gallate: insights from multi-omics analysis.,,,2026
"Co-treatment with NaF and EGCG produced a synergistic inhibitory effect, markedly reducing biomass, viable cells, and extracellular polysaccharide content.",0.807,0.550,,PMID_41800414_GLM1,0.750,record:PMID_41800414_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,
,,,,disruption of extracellular polysaccharide synthesis and central metabolism,,mechanism:disruption_of_extracellular_polysaccharide_synthesis_and_central_metabolism,Mechanism,,,,
,,,,Streptococcus mutans,,microbiota:streptococcus_mutans,MicrobiotaFeature,,,,
,,,,extracellular polysaccharides,,metabolite:extracellular_polysaccharides,MicrobialMetabolite,,,,
,,,ACS omega,PMID_41799109,,paper:PMID_41799109,Paper,BBB Permeability and Cytotoxic Profiles of Tea Phytoconstituents via Nanoliposomes.,,,2026
"Nanoliposome encapsulation substantially enhances encapsulation efficiency and brain delivery of tea phytochemicals, achieving up to a 10-20-fold increase in BBB uptake.",0.639,0.300,,PMID_41799109_GLM1,0.550,record:PMID_41799109_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,neuroprotection,,activity:neuroprotection,ActivityCategory,,,,
,,,,nanoliposome encapsulation,,mechanism:nanoliposome_encapsulation,Mechanism,,,,
,,,Frontiers in immunology,PMID_41798939,,paper:PMID_41798939,Paper,"Integrating network pharmacology, microbiomics, and metabolomics to uncover the therapeutic effect of Liubao tea on osteoarthritis.",,,2026
"Liubao tea remodeled gut microbiota homeostasis (increased α-diversity and altered bacterial taxa), and fecal microbiota transplantation (FMT) from Liubao tea-treated mice recapitulated its anti-OA effects.",0.925,1.000,,PMID_41798939_GLM1,0.750,record:PMID_41798939_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,remodeled gut microbiota composition,,mechanism:remodeled_gut_microbiota_composition,Mechanism,,,,
,,,,gut microbiota,,microbiota:gut_microbiota,MicrobiotaFeature,,,,
,,,,osteinoarthritis amelioration,,phenotype:osteinoarthritis_amelioration,HostPhenotype,,,,
"Liubao tea treatment significantly ameliorated DMM-induced OA progression... and the suppressed systemic inflammation (decreased interleukin [IL]-6, IL-1β, tumor necrosis factor [TNF]-α levels).",0.885,1.000,,PMID_41798939_GLM2,0.550,record:PMID_41798939_GLM2,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,suppression of pyrimidine metabolism,,mechanism:suppression_of_pyrimidine_metabolism,Mechanism,,,,
,,,,osteoarthritis progression,,phenotype:osteoarthritis_progression,HostPhenotype,,,,
Liubao tea treatment significantly ameliorated DMM-induced OA progression... reduced cartilage erosion (lowered the modified Mankin and OARSI scores).,0.885,1.000,,PMID_41798939_GLM3,0.550,record:PMID_41798939_GLM3,EvidenceRecord,,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed,
,,,,modulation of gut microbiota and inhibition of pyrimidine metabolism,,mechanism:modulation_of_gut_microbiota_and_inhibition_of_pyrimidine_metabolism,Mechanism,,,,
,,,,cartilage damage,,phenotype:cartilage_damage,HostPhenotype,,,,
,,,Bioorganic chemistry,PMID_41797132,,paper:PMID_41797132,Paper,"A chitosan-tea polyphenol composite hydrogel with integrated antibacterial, antioxidant and immunomodulatory functions for the tissue regeneration of MRSA-infected wounds.",,,2026
"Meanwhile, the hydrogel could effectively alleviate oxidative stress at the wound site to promote cell proliferation and migration.",0.671,0.300,,PMID_41797132_GLM1,0.550,record:PMID_41797132_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,alleviated oxidative stress to promote cell proliferation and migration,,mechanism:alleviated_oxidative_stress_to_promote_cell_proliferation_and_migration,Mechanism,,,,
,,,,wound healing,,phenotype:wound_healing,HostPhenotype,,,,
"In a mouse model of MRSA-infected wounds, the Ag@EGCG/Chitosan-EGCG hydrogel promoted M2 macrophage polarization and downregulated pro-inflammatory cytokines (IL-6, TNF-a) to significantly accelerate wound healing.",0.689,0.300,,PMID_41797132_GLM2,0.850,record:PMID_41797132_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,
,,,,"promoted M2 macrophage polarization and downregulated pro-inflammatory cytokines (IL-6, TNF-a)",,mechanism:promoted_m2_macrophage_polarization_and_downregulated_pro_inflammatory_cytokines_il_6_tnf_a,Mechanism,,,,
,,,European journal of pharmacology,PMID_41796839,,paper:PMID_41796839,Paper,Pharmacological effects and molecular targets of L-theanine in cardiovascular diseases and comorbidities.,,,2026
"improvement of the lipid profile... promotion of adipose tissue browning, and modulation of glucose metabolism.",0.768,0.550,,PMID_41796839_GLM1,0.550,record:PMID_41796839_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,
,,,,modulation of lipid profile,,mechanism:modulation_of_lipid_profile,Mechanism,,,,
,,,,obesity-related phenotype,,phenotype:obesity_related_phenotype,HostPhenotype,,,,
attenuation of myocardial ischemia/reperfusion injury and heart failure.,0.768,0.550,,PMID_41796839_GLM2,0.550,record:PMID_41796839_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,
,,,,cardiovascular protection,,activity:cardiovascular_protection,ActivityCategory,,,,
,,,,"modulation of oxidative stress, inflammation, and apoptosis",,mechanism:modulation_of_oxidative_stress_inflammation_and_apoptosis,Mechanism,,,,
,,,,cardiovascular injury,,phenotype:cardiovascular_injury,HostPhenotype,,,,
,,,International journal of biological macromolecules,PMID_41794250,,paper:PMID_41794250,Paper,Determination of complex formation between green tea catechins and polysaccharide matrices by using kinetic and fluorescence analysis.,,,2026
Encapsulation into polysaccharide-based systems by spray drying was used to solve this problem.,0.848,0.750,,PMID_41794250_GLM1,0.550,record:PMID_41794250_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,encapsulation complex formation,,mechanism:encapsulation_complex_formation,Mechanism,,,,
,,,Journal of ethnopharmacology,PMID_41791619,,paper:PMID_41791619,Paper,The anti-obesity potential of Cassiae Semen: A review based on ethnopharmacology and modern pharmacology.,,,2026
"Cassiae Semen helps maintain gut microbiota stability by increasing the abundance of beneficial bacterial groups such as the phyla Firmicutes and Bacteroidetes, while reducing the proportion of Proteobacteria.",0.690,0.550,,PMID_41791619_GLM1,0.750,record:PMID_41791619_GLM1,EvidenceRecord,,moderate_uncertainty,review_summary_record,
,,,,roasting,,processing_step:roasting,ProcessingStep,,,,
,,,,modulation of bacterial abundance,,mechanism:modulation_of_bacterial_abundance,Mechanism,,,,
,,,,Firmicutes,,microbiota:firmicutes,MicrobiotaFeature,,,,
,,,,Bacteroidetes,,microbiota:bacteroidetes,MicrobiotaFeature,,,,
,,,,metabolic homeostasis,,phenotype:metabolic_homeostasis,HostPhenotype,,,,
"They activate the key metabolic regulator AMPK is activated, promoting fatty acid oxidation and downregulating lipid synthesis genes such as SREBP-1c, thereby enhancing hepatic lipid metabolism.",0.650,0.550,,PMID_41791619_GLM3,0.550,record:PMID_41791619_GLM3,EvidenceRecord,,moderate_uncertainty,review_summary_record,
,,,,AMPK activation,,mechanism:ampk_activation,Mechanism,,,,
,,,,fatty acid oxidation,,mechanism:fatty_acid_oxidation,Mechanism,,,,
,,,,lipid metabolism,,phenotype:lipid_metabolism,HostPhenotype,,,,
,,,Molecular medicine reports,PMID_41789592,,paper:PMID_41789592,Paper,"Advances regarding physiological functions and mechanisms of theaflavin‑3,3'‑digallate (Review).",,,2026
"The present review summarizes the structural characteristics, degradation behavior and gut microbiota‑mediated metabolic processes of TF3",0.846,0.800,,PMID_41789592_GLM1,0.750,record:PMID_41789592_GLM1,EvidenceRecord,,low_uncertainty,missing_named_microbiota; review_summary_record; uncertain_effect_direction,
,,,,biotransformation,,mechanism:biotransformation,Mechanism,,,,
,,,,theaflavin,,metabolite:theaflavin,MicrobialMetabolite,,,,
,,,,gallic acid,,metabolite:gallic_acid,MicrobialMetabolite,,,,
"discusses its pharmacological actions at multiple targets, particularly its regulatory effects on signaling pathways such as the NF‑κB, MAPK and nuclear factor erythroid 2‑related factor 2 signaling pathways.",0.825,0.800,,PMID_41789592_GLM2,0.850,record:PMID_41789592_GLM2,EvidenceRecord,,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,"modulation of NF-κB, MAPK, Nrf2 signaling pathways",,mechanism:modulation_of_nf_b_mapk_nrf2_signaling_pathways,Mechanism,,,,
,,,Frontiers in nutrition,PMID_41788685,,paper:PMID_41788685,Paper,Association of dietary flavonoid intake with incident atherosclerosis: cohort evidence in middle-aged and older adults.,,,2026
"Higher consumption of foods rich in flavonoids-such as apples, berries, and tea-was associated with a lower risk of incident atherosclerosis.",0.636,0.300,,PMID_41788685_GLM1,0.000,record:PMID_41788685_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,
,,,,cohort study,,study_type:cohort_study,StudyType,,,,
,,,,human_observational,,evidence_level:human_observational,EvidenceLevel,,,,
,,,Health science reports,PMID_41788636,,paper:PMID_41788636,Paper,Association Between Dietary Tea Consumption and Non-Alcoholic Fatty Liver Disease: A Systematic Review and Meta-Analysis.,,,2026
"Hazard ratios (HR) for tea consumption showed a protective effect with a pooled HR of 0.855 (95% CI: 0.815-0.896), suggesting a beneficial association with reduced NAFLD risk.",0.636,0.300,,PMID_41788636_GLM1,0.000,record:PMID_41788636_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,
,,,,Non-Alcoholic Fatty Liver Disease,,phenotype:non_alcoholic_fatty_liver_disease,HostPhenotype,,,,
,,,Food chemistry,PMID_41785770,,paper:PMID_41785770,Paper,Effect of water activity and light exposure on the stability of bioactive compounds in matcha (Camellia sinensis) powder during storage periods.,,,2026
